playerName,team,rating,region,playerCategory,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,agent_1,agent_2,agent_3
aru,F5,0.61,Americas,vct-challengers,121.5,0.55,58%,91.3,0.45,0.25,0.00,0.05,18%,,gekko,fade,
arya,21,0.97,EMEA,vct-game-changer,224.0,0.82,57%,158.9,0.67,0.14,0.05,0.00,26%,,gekko,,
Aryu,TRS,1.00,Pacific,vct-challengers,189.9,01.02,72%,131.3,0.68,0.18,0.06,0.07,26%,12%,cypher,killjoy,harbor
Ash,34,0.53,Americas,vct-game-changer,171.5,0.55,62%,113.1,0.50,0.35,0.09,0.26,21%,,raze,neon,
Ash,MEOW,0.93,Pacific,vct-challengers,213.4,0.89,67%,144.8,0.73,0.27,0.12,0.11,28%,16%,jett,reyna,clove
AsianVyn,116,0.87,Americas,vct-challengers,221.0,0.91,70%,139.9,0.74,0.29,0.16,0.21,26%,,neon,brimstone,
AsLanM4shadoW,S2G,1.17,EMEA,vct-challengers,234.7,1.15,76%,154.2,0.83,0.29,0.05,0.06,31%,21%,omen,brimstone,killjoy
ASSIMETRIA,(+1),0.88,EMEA,vct-game-changer,191.4,0.84,71%,130.1,0.65,0.25,0.06,0.08,22%,8%,skye,sova,omen
aster,36,0.74,Americas,vct-game-changer,159.0,0.69,67%,108.4,0.56,0.25,0.03,0.11,10%,,sova,,
aster,(+1),0.67,EMEA,vct-challengers,139.0,0.64,62%,102.0,0.50,0.36,0.03,0.05,23%,,breach,fade,kayo
astr0,CW,0.97,Pacific,vct-challengers,187.2,0.91,74%,123.6,0.65,0.42,0.07,0.06,28%,16%,viper,omen,astra
astrixe,80,01.07,EMEA,vct-game-changer,220.0,01.02,61%,139.3,0.76,0.10,0.06,0.08,43%,13%,cypher,killjoy,
AsuKa,4e,0.81,EMEA,vct-game-changer,163.0,0.78,65%,117.8,0.58,0.14,0.14,0.07,32%,,killjoy,cypher,
Asuna,100T,01.01,Americas,vct-international,214.3,1.00,74%,136.9,0.72,0.36,0.13,0.14,19%,16%,raze,gekko,kayo
asuya,Gett,0.76,Americas,vct-game-changer,166.0,0.68,55%,117.7,0.57,0.22,0.04,0.16,26%,10%,omen,viper,
ATA,30,0.19,EMEA,vct-game-changer,74.5,0.21,40%,54.6,0.20,0.17,0.00,0.17,25%,,cypher,,
AtaKaptan,FUT,0.95,EMEA,vct-international,190.5,0.93,71%,121.1,0.66,0.37,0.08,0.12,26%,11%,omen,viper,breach
atlas,BLIN,0.81,Americas,vct-challengers,170.8,0.73,59%,114.2,0.58,0.16,0.06,0.08,19%,13%,kayo,viper,fade
atoki,36,0.59,Americas,vct-game-changer,139.0,0.42,61%,92.5,0.39,0.58,0.06,0.06,21%,,viper,omen,
Atom200iq,38,0.83,Pacific,vct-challengers,221.0,0.79,68%,140.8,0.68,0.21,0.03,0.16,22%,,raze,phoenix,
audaz,DATH,1.12,EMEA,vct-challengers,222.6,1.12,78%,154.4,0.82,0.29,0.10,0.03,50%,,omen,sova,
aui,Swa,0.99,Americas,vct-challengers,217.0,0.88,68%,138.6,0.76,0.34,0.11,0.11,40%,,omen,harbor,
AuloekXD,(+1),0.82,Pacific,vct-challengers,165.5,0.78,66%,110.8,0.58,0.36,0.05,0.07,30%,17%,omen,brimstone,viper
auraless,Thri,0.81,Americas,vct-game-changer,200.8,0.83,64%,132.3,0.64,0.18,0.21,0.25,20%,,jett,raze,
aurelia,EV,0.86,Americas,vct-game-changer,164.0,0.73,61%,119.1,0.57,0.21,0.03,0.06,22%,11%,viper,killjoy,cypher
auri,NB,0.91,EMEA,vct-game-changer,181.2,0.84,66%,128.2,0.64,0.21,0.10,0.09,26%,8%,cypher,killjoy,viper
Aurorali,RyZe,0.73,Americas,vct-game-changer,168.8,0.61,47%,104.5,0.56,0.24,0.07,0.07,24%,,omen,brimstone,
aus,Catn,0.57,Americas,vct-game-changer,154.5,0.49,63%,95.2,0.47,0.27,0.08,0.23,29%,,yoru,gekko,breach
Austeeno,Bamb,0.81,Americas,vct-challengers,134.5,0.63,57%,82.8,0.46,0.32,0.00,0.00,15%,13%,breach,,
Australis,SaD,1.00,Americas,vct-game-changer,199.6,0.94,71%,136.5,0.71,0.35,0.09,0.11,23%,14%,kayo,fade,skye
Autumn,FPX,01.05,China,vct-international,212.1,01.08,70%,138.4,0.74,0.26,0.11,0.07,30%,19%,jett,raze,phoenix
autumN,71,0.87,Pacific,vct-challengers,216.0,0.91,63%,137.5,0.72,0.20,0.15,0.11,22%,17%,fade,jett,killjoy
avery,FLOP,01.01,Americas,vct-game-changer,184.7,0.96,72%,123.0,0.65,0.37,0.06,0.07,24%,18%,gekko,breach,astra
avey,NXT,0.60,EMEA,vct-challengers,139.5,0.56,50%,103.3,0.50,0.05,0.08,0.16,28%,,raze,jett,
avien,33,0.73,Americas,vct-challengers,128.0,0.60,73%,86.4,0.45,0.30,0.06,0.09,18%,20%,viper,killjoy,
AvovA,APK,1.14,EMEA,vct-challengers,188.7,1.22,78%,122.8,0.70,0.36,0.07,0.07,40%,28%,viper,omen,brimstone
Awei,132,01.05,Pacific,vct-challengers,208.3,0.98,70%,144.7,0.73,0.23,0.05,0.08,20%,33%,cypher,sage,phoenix
Awkua,SaD,0.90,Americas,vct-challengers,173.8,0.86,71%,113.5,0.60,0.42,0.06,0.12,28%,14%,sova,breach,cypher
awpi,C4C,0.94,Americas,vct-game-changer,229.9,0.87,66%,145.5,0.75,0.13,0.17,0.22,24%,12%,raze,jett,reyna
Axuspes,102,0.65,EMEA,vct-game-changer,160.8,0.60,55%,113.8,0.54,0.18,0.14,0.22,29%,25%,jett,,
Ayaèrna,CG.GC,0.62,EMEA,vct-game-changer,148.5,0.59,56%,99.6,0.46,0.32,0.02,0.08,16%,,sova,,
Ayaka,Team,01.08,EMEA,vct-game-changer,222.3,01.05,80%,141.0,0.80,0.34,0.05,0.07,27%,20%,breach,gekko,
Ayke,Z10,0.86,EMEA,vct-challengers,175.9,0.82,72%,115.7,0.62,0.34,0.07,0.08,29%,13%,sova,omen,brimstone
ayman,BZE,0.81,Pacific,vct-challengers,202.3,0.78,64%,138.2,0.67,0.20,0.15,0.23,20%,17%,jett,raze,sova
Ayni,35,0.92,Pacific,vct-challengers,232.0,0.81,60%,139.1,0.71,0.20,0.09,0.20,19%,,gekko,jett,
Ayumiii,RRQ.K,01.08,Pacific,vct-game-changer,229.1,1.11,72%,150.5,0.78,0.27,0.16,0.15,22%,18%,deadlock,raze,yoru
Ayuu,TTL,0.48,EMEA,vct-game-changer,128.0,0.46,57%,80.0,0.43,0.30,0.00,0.20,19%,,omen,,
Ayyzicle,LONE,0.99,EMEA,vct-challengers,181.0,0.94,72%,122.4,0.65,0.27,0.06,0.01,29%,10%,breach,killjoy,gekko
azaziN,IMP,0.94,EMEA,vct-challengers,206.5,0.91,55%,130.8,0.73,0.11,0.11,0.23,25%,25%,raze,jett,
Azukiarai,37,0.81,Pacific,vct-challengers,184.5,0.84,68%,114.9,0.70,0.05,0.08,0.11,29%,,jett,killjoy,
azury,SGE,1.00,EMEA,vct-challengers,182.9,0.99,73%,119.4,0.65,0.39,0.06,0.09,32%,20%,omen,viper,brimstone
azys,MOGO,1.14,Pacific,vct-challengers,254.7,1.19,70%,165.3,0.90,0.18,0.18,0.14,30%,12%,jett,raze,reyna
B1ack,TEC,,China,vct-international,197.6,1.11,,117.7,0.72,0.38,0.06,0.06,,,breach,skye,
B1ngXun,287,01.01,Pacific,vct-challengers,198.6,01.02,67%,136.1,0.70,0.21,0.06,0.09,34%,17%,killjoy,cypher,
B1SK,ZYG,1.15,EMEA,vct-challengers,232.6,1.28,72%,155.0,0.85,0.15,0.20,0.14,22%,20%,jett,raze,neon
B1SK,ZYG,,China,vct-challengers,235.0,01.08,,148.2,0.78,0.14,0.15,0.21,,,neon,jett,
B3ar,BLG,,China,vct-international,127.1,0.68,,,0.44,0.48,,,,,omen,brimstone,viper
B3ASTM0D3,OVA,0.76,EMEA,vct-challengers,159.0,0.71,62%,106.2,0.54,0.25,0.06,0.10,29%,10%,omen,brimstone,viper
B3AUTIFUL,ALL.C,0.78,EMEA,vct-game-changer,175.0,0.72,61%,117.8,0.61,0.21,0.11,0.03,22%,17%,breach,,
b3ta,XIA,0.84,Pacific,vct-challengers,177.0,0.80,68%,116.1,0.61,0.35,0.08,0.11,31%,23%,viper,omen,brimstone
BabaRoga,Aim,0.70,EMEA,vct-game-changer,197.0,0.71,45%,114.9,0.67,0.00,0.12,0.18,25%,,jett,raze,
Babax,ZER,0.96,EMEA,vct-challengers,176.2,0.90,72%,116.6,0.61,0.35,0.06,0.07,27%,20%,omen,viper,brimstone
babibauu,CKE,0.72,Pacific,vct-challengers,144.0,0.60,62%,96.7,0.47,0.33,0.03,0.08,9%,20%,brimstone,omen,
babykiwii,Hype,0.89,Pacific,vct-game-changer,188.3,0.86,61%,128.5,0.66,0.11,0.12,0.11,23%,11%,killjoy,cypher,
Babytz,FSS,1.16,Pacific,vct-game-changer,231.8,1.21,71%,156.5,0.82,0.27,0.12,0.12,23%,22%,phoenix,cypher,neon
BACON,VIM,01.08,Pacific,vct-game-changer,200.5,0.93,78%,133.3,0.73,0.41,0.08,0.08,28%,9%,breach,jett,
Bad,39,0.68,Americas,vct-challengers,186.0,0.69,59%,117.3,0.62,0.26,0.15,0.23,21%,,jett,raze,
baddyG,ACE,01.07,EMEA,vct-challengers,196.1,01.01,73%,127.5,0.66,0.44,0.10,0.07,26%,15%,omen,viper,
Badtz,Maru,0.16,Americas,vct-challengers,78.5,0.24,30%,65.9,0.23,0.03,0.03,0.17,25%,,raze,jett,
bagels,KFC,0.81,Americas,vct-challengers,180.5,0.67,67%,122.0,0.60,0.20,0.10,0.07,24%,,omen,sova,
baha,IW,0.90,EMEA,vct-challengers,192.6,0.86,68%,131.3,0.67,0.31,0.07,0.10,31%,18%,skye,sova,fade
bailey,32,01.02,Pacific,vct-game-changer,222.0,0.93,66%,141.9,0.78,0.16,0.13,0.06,39%,,gekko,sova,
BALLI,HGE,01.05,EMEA,vct-challengers,208.2,01.02,70%,141.5,0.74,0.22,0.13,0.07,35%,15%,reyna,sova,killjoy
ballow,38,0.82,Pacific,vct-challengers,196.5,0.73,71%,144.3,0.63,0.29,0.21,0.21,15%,33%,raze,,
BALLY,45,0.79,Pacific,vct-challengers,189.0,0.82,69%,123.7,0.69,0.24,0.11,0.09,39%,,viper,kayo,
bam,33,0.66,Americas,vct-challengers,195.5,0.74,61%,125.9,0.70,0.09,0.12,0.15,18%,,raze,,
bambi,KZ.T,,China,vct-game-changer,158.0,0.65,,,0.49,0.29,,,,,sova,brimstone,
ban,TLN,0.94,Pacific,vct-international,191.8,0.95,68%,127.4,0.69,0.24,0.11,0.11,33%,9%,yoru,kayo,skye
bananam1lf,Kaiz,0.55,EMEA,vct-game-changer,129.5,0.50,44%,81.1,0.44,0.21,0.03,0.09,30%,17%,viper,kayo,
bang,SEN,01.07,Americas,vct-international,203.4,01.09,75%,129.7,0.71,0.31,0.10,0.09,32%,13%,viper,omen,
BangtK,Pres,0.71,Americas,vct-challengers,159.5,0.64,59%,114.3,0.57,0.30,0.03,0.14,38%,22%,viper,omen,
BánhMj,RLF,0.94,Pacific,vct-challengers,190.1,0.99,69%,124.1,0.70,0.24,0.06,0.10,33%,22%,gekko,skye,sova
banjo,Skyl,0.30,Americas,vct-game-changer,89.5,0.27,43%,57.0,0.25,0.16,0.04,0.16,13%,7%,viper,fade,gekko
Bankroft,Tact,0.94,Americas,vct-challengers,182.5,0.88,75%,124.8,0.64,0.38,0.03,0.03,26%,10%,skye,sova,kayo
Banshee,BZK,0.89,Americas,vct-challengers,217.0,0.94,60%,134.0,0.74,0.29,0.12,0.10,26%,,harbor,astra,
bao,LS,1.11,Americas,vct-challengers,233.1,1.12,75%,147.4,0.82,0.30,0.10,0.09,27%,21%,clove,chamber,brimstone
Bara,VX3,0.60,EMEA,vct-challengers,132.0,0.55,60%,91.8,0.45,0.29,0.03,0.14,31%,8%,skye,sova,breach
Baransel,NVS,0.93,EMEA,vct-challengers,184.0,0.93,68%,113.3,0.68,0.25,0.10,0.08,28%,40%,killjoy,gekko,kayo
Bard0lf,GAL,01.04,EMEA,vct-challengers,224.0,01.04,70%,150.0,0.79,0.28,0.09,0.10,43%,10%,viper,omen,
Barring,37,0.84,Americas,vct-challengers,203.5,0.81,57%,145.3,0.70,0.11,0.05,0.08,31%,14%,cypher,killjoy,
basbabe,XIA,0.90,Pacific,vct-challengers,168.1,0.84,71%,109.0,0.58,0.41,0.07,0.08,24%,15%,kayo,sage,viper
basya,VX3,0.96,EMEA,vct-challengers,190.7,0.89,70%,133.8,0.68,0.23,0.08,0.08,28%,21%,viper,cypher,killjoy
Bates,36,0.43,EMEA,vct-challengers,94.5,0.39,50%,65.4,0.33,0.31,0.00,0.19,18%,,breach,skye,
Bati,SK,0.83,EMEA,vct-challengers,155.7,0.75,71%,101.2,0.53,0.43,0.07,0.09,18%,13%,omen,brimstone,sova
BatmaN,TRS,0.67,Pacific,vct-challengers,116.4,0.59,67%,79.7,0.43,0.28,0.02,0.07,31%,36%,breach,killjoy,kayo
Battison,SaD,1.00,Americas,vct-game-changer,217.5,0.99,65%,147.3,0.76,0.23,0.13,0.13,33%,16%,gekko,sova,jett
batujnax,S2G,0.91,EMEA,vct-challengers,209.5,0.89,69%,135.9,0.69,0.27,0.17,0.17,20%,16%,omen,raze,neon
Bavian,34,0.72,Americas,vct-challengers,181.0,0.70,50%,119.5,0.62,0.29,0.09,0.12,28%,,sova,viper,
baze,UGA,0.57,Americas,vct-challengers,118.5,0.48,50%,75.3,0.42,0.25,0.03,0.11,30%,,omen,brimstone,
bbbumbooo,38,1.15,Pacific,vct-challengers,183.5,1.14,89%,127.8,0.66,0.47,0.05,0.05,27%,25%,gekko,skye,
BBC,TEAR,0.98,Pacific,vct-challengers,192.9,0.95,68%,125.7,0.71,0.37,0.10,0.06,30%,23%,fade,omen,skye
BcJ,EG,1.00,Americas,vct-challengers,186.3,0.99,74%,122.6,0.64,0.36,0.07,0.09,20%,19%,fade,gekko,sova
bdog,YFP,0.97,Americas,vct-challengers,201.5,0.97,71%,129.4,0.70,0.30,0.12,0.13,27%,18%,breach,gekko,omen
BE,KBLD,0.81,Pacific,vct-challengers,147.9,0.80,66%,98.2,0.57,0.24,0.07,0.09,40%,25%,skye,omen,sova
Bea2,GA,0.63,Pacific,vct-challengers,143.5,0.52,57%,98.1,0.46,0.35,0.03,0.07,22%,8%,skye,sova,
bee,CEL,1.11,EMEA,vct-game-changer,235.7,1.21,68%,148.3,0.85,0.19,0.11,0.07,26%,10%,killjoy,viper,cypher
beeb,34,0.49,Americas,vct-challengers,139.5,0.50,47%,92.8,0.47,0.12,0.03,0.18,17%,,killjoy,jett,
Beelloo,20,0.88,Pacific,vct-challengers,205.0,0.81,70%,167.1,0.65,0.40,0.10,0.10,35%,,killjoy,,
beila,27,0.36,Americas,vct-game-changer,98.0,0.36,41%,59.4,0.33,0.15,0.00,0.26,20%,,breach,kayo,
bella,FTR.S,0.61,Pacific,vct-game-changer,158.8,0.55,62%,107.1,0.48,0.36,0.06,0.14,24%,,sova,gekko,skye
bellatr1x,(+3),0.93,EMEA,vct-game-changer,213.1,0.93,63%,139.9,0.74,0.21,0.15,0.15,38%,15%,harbor,kayo,viper
Bells,RTL,0.75,Americas,vct-game-changer,171.9,0.63,55%,115.6,0.54,0.23,0.10,0.13,25%,6%,sova,viper,kayo
BELOV,38,1.26,Pacific,vct-challengers,237.5,1.15,76%,154.8,0.82,0.29,0.05,0.05,29%,13%,sova,,
Belyaks1,RZN,0.81,EMEA,vct-challengers,167.1,0.69,64%,111.2,0.55,0.34,0.09,0.15,25%,14%,deadlock,sova,skye
benaf,T30,0.76,Pacific,vct-challengers,178.0,0.76,61%,107.0,0.63,0.23,0.11,0.17,15%,9%,sage,reyna,neon
Benderr,34,0.60,Americas,vct-challengers,136.5,0.50,59%,98.6,0.44,0.18,0.09,0.18,21%,,omen,breach,
benjii,FOE,0.94,Americas,vct-challengers,173.6,0.94,67%,119.0,0.62,0.18,0.07,0.07,28%,21%,cypher,killjoy,viper
benjyfishy,TH,01.05,EMEA,vct-international,198.1,1.12,71%,132.6,0.74,0.19,0.09,0.09,35%,17%,killjoy,cypher,viper
Benkai,GE,0.95,Pacific,vct-international,169.1,0.90,70%,117.5,0.59,0.22,0.04,0.07,25%,8%,viper,killjoy,cypher
BennY,CGN,0.78,EMEA,vct-challengers,158.5,0.79,66%,104.1,0.56,0.23,0.09,0.13,27%,11%,gekko,phoenix,raze
benzki,K10,0.81,EMEA,vct-challengers,195.0,0.78,65%,129.7,0.65,0.35,0.12,0.21,27%,17%,viper,,
BerLIN,FPX,0.86,China,vct-international,187.1,0.92,67%,125.8,0.64,0.36,0.10,0.10,29%,8%,omen,harbor,astra
BERN1,SLT,0.29,EMEA,vct-challengers,92.5,0.37,44%,58.1,0.29,0.09,0.00,0.21,42%,,cypher,killjoy,
berryx,42,0.96,EMEA,vct-game-changer,169.5,0.87,60%,118.7,0.62,0.31,0.00,0.00,37%,,breach,,
Berserk,35,1.23,Pacific,vct-challengers,252.0,1.20,69%,181.7,0.86,0.17,0.11,0.09,31%,7%,cypher,viper,
BerserX,BME,1.12,Pacific,vct-challengers,200.9,1.18,75%,137.5,0.72,0.24,0.08,0.07,23%,16%,killjoy,chamber,cypher
BeX,GAL,0.53,EMEA,vct-challengers,170.0,0.59,56%,99.8,0.54,0.07,0.22,0.22,43%,,iso,jett,
beyAz,M8,0.80,EMEA,vct-international,155.4,0.72,71%,103.8,0.52,0.42,0.05,0.07,23%,11%,breach,sova,kayo
Biank,TE,0.82,China,vct-international,180.5,0.85,64%,118.3,0.60,0.33,0.09,0.11,16%,35%,fade,sova,skye
Biffy,Sere,0.78,Americas,vct-game-changer,164.0,0.76,63%,106.6,0.59,0.17,0.15,0.17,37%,5%,skye,breach,astra
big,shark,0.58,Americas,vct-game-changer,132.5,0.53,71%,96.7,0.44,0.29,0.05,0.07,20%,,sova,breach,
bioforst,(+2),0.96,Pacific,vct-challengers,213.9,0.99,69%,137.2,0.77,0.23,0.14,0.15,28%,36%,viper,cypher,harbor
bipo,NOVO,0.97,EMEA,vct-challengers,214.9,01.01,67%,140.9,0.76,0.19,0.18,0.19,26%,8%,raze,jett,yoru
Birelta,APAC,0.77,Pacific,vct-challengers,209.0,0.78,57%,137.7,0.68,0.05,0.16,0.08,20%,9%,cypher,viper,
bittersweet,BIGG.S,1.10,Pacific,vct-game-changer,144.7,1.21,81%,95.6,0.76,0.43,0.02,0.00,36%,,viper,omen,
bitty,mini,0.56,Americas,vct-game-changer,137.6,0.44,49%,94.0,0.40,0.25,0.02,0.10,20%,8%,omen,clove,viper
biubiu,SZE,0.96,Pacific,vct-game-changer,183.4,0.93,67%,126.1,0.64,0.18,0.04,0.08,23%,21%,killjoy,,
Bjorn,80,01.09,Americas,vct-game-changer,243.8,0.97,66%,153.8,0.80,0.38,0.18,0.13,27%,8%,kayo,sova,
bl0ckediee,aim_,0.57,EMEA,vct-challengers,148.5,0.50,53%,108.3,0.45,0.29,0.00,0.11,31%,,fade,sova,
blackhawk,AR,0.83,Pacific,vct-challengers,174.4,0.76,66%,113.3,0.60,0.27,0.07,0.09,30%,10%,omen,breach,sova
Blahst,FCN,1.00,Americas,vct-challengers,190.8,0.98,71%,125.1,0.68,0.33,0.09,0.08,27%,10%,jett,breach,killjoy
Blaize,SANK,0.83,Pacific,vct-challengers,207.8,0.73,59%,139.4,0.67,0.23,0.09,0.06,23%,,killjoy,omen,breach
BlanK,AOE,0.94,Americas,vct-challengers,212.6,0.95,58%,151.1,0.75,0.18,0.14,0.17,29%,27%,killjoy,cypher,raze
Blastinho,SZK,01.01,EMEA,vct-challengers,215.5,1.13,69%,140.6,0.76,0.11,0.16,0.13,22%,,raze,,
blaZek1ng,GE,01.02,Pacific,vct-international,193.3,1.00,69%,130.3,0.68,0.24,0.09,0.08,30%,13%,fade,sova,gekko
Bless,Erit,1.15,Pacific,vct-game-changer,201.7,1.18,68%,133.5,0.75,0.17,0.09,0.05,37%,23%,cypher,killjoy,chamber
bless,YDZ.B,01.03,Americas,vct-challengers,223.2,01.01,66%,139.0,0.83,0.22,0.12,0.08,27%,,omen,reyna,
BlissfulDeer,28,0.14,Americas,vct-challengers,79.5,0.18,36%,58.1,0.18,0.18,0.07,0.18,19%,,omen,killjoy,
blondesh,40,0.51,Americas,vct-game-changer,143.5,0.56,48%,89.8,0.50,0.23,0.03,0.13,20%,,kayo,skye,
BLOOM,Psyc,1.18,Americas,vct-game-changer,225.5,1.14,60%,130.2,0.83,0.28,0.05,0.08,28%,25%,omen,viper,
bloom,32,0.69,EMEA,vct-game-changer,143.0,0.54,59%,90.7,0.47,0.22,0.06,0.09,33%,25%,omen,,
Blossi,aTTaX,0.88,EMEA,vct-game-changer,164.8,0.81,67%,111.4,0.57,0.42,0.06,0.10,26%,6%,viper,omen,astra
blurred,GEEK,01.02,Pacific,vct-challengers,203.7,01.01,69%,136.8,0.75,0.24,0.08,0.11,27%,17%,cypher,killjoy,breach
blxssom,(+1),01.02,EMEA,vct-game-changer,187.0,01.02,66%,120.9,0.66,0.26,0.06,0.05,11%,26%,gekko,sova,skye
BMV,BAAM,0.87,Pacific,vct-challengers,160.8,0.82,70%,102.0,0.57,0.26,0.04,0.11,28%,7%,fade,harbor,sova
BNIPER,UCF.G,01.02,Americas,vct-challengers,219.0,0.93,70%,151.2,0.74,0.21,0.20,0.13,28%,11%,raze,jett,
bnwgiggs,XIA,0.77,Pacific,vct-challengers,159.8,0.70,68%,105.8,0.54,0.41,0.05,0.07,21%,15%,viper,breach,kayo
Boaster,FNC,0.85,EMEA,vct-international,152.8,0.79,72%,99.7,0.52,0.40,0.07,0.11,23%,12%,omen,harbor,brimstone
Bob,Blue,1.14,Americas,vct-challengers,213.8,1.17,75%,143.7,0.76,0.30,0.09,0.05,31%,14%,sova,skye,gekko
Bob,Ross,0.58,Americas,vct-challengers,140.0,0.50,57%,95.7,0.46,0.14,0.00,0.00,31%,,sova,viper,
Bob,Ross,0.88,Pacific,vct-challengers,194.5,0.69,68%,127.0,0.64,0.04,0.04,0.04,13%,8%,omen,sova,
bobae,(+3),1.00,Pacific,vct-challengers,210.5,0.94,73%,134.6,0.72,0.33,0.09,0.06,25%,10%,cypher,skye,reyna
Bobbiexo,Athe,1.10,EMEA,vct-game-changer,210.8,1.14,70%,141.6,0.77,0.15,0.07,0.07,26%,23%,killjoy,cypher,brimstone
Bobovo,IluZ,01.07,Americas,vct-challengers,255.5,01.07,73%,157.9,0.90,0.09,0.21,0.18,18%,18%,viper,jett,gekko
Bocah,307,0.87,Pacific,vct-challengers,181.3,0.77,64%,121.5,0.60,0.34,0.07,0.08,30%,3%,brimstone,omen,viper
BohKai,Scyt,0.90,Pacific,vct-challengers,157.5,0.71,65%,119.3,0.59,0.18,0.12,0.06,25%,,fade,gekko,
Boli,51,0.76,Pacific,vct-game-changer,184.7,0.70,67%,126.8,0.59,0.33,0.08,0.22,15%,,raze,jett,
Boltzy,WVU,0.68,Americas,vct-challengers,157.0,0.61,58%,102.4,0.51,0.27,0.03,0.14,30%,,harbor,omen,
Bon,AxS,0.44,Americas,vct-challengers,99.5,0.38,46%,76.3,0.31,0.11,0.03,0.06,16%,14%,killjoy,cypher,
BONCE,PDF,0.87,Pacific,vct-challengers,212.8,0.88,68%,141.8,0.75,0.14,0.09,0.14,24%,20%,jett,raze,yoru
bones,FAIM,01.01,Americas,vct-challengers,217.1,01.07,72%,140.0,0.75,0.27,0.13,0.15,24%,19%,brimstone,harbor,omen
Bonfire,RTL,0.49,Americas,vct-challengers,158.0,0.52,53%,110.1,0.50,0.17,0.00,0.17,30%,,deadlock,cypher,
Boni,Burg,01.04,Americas,vct-challengers,210.4,01.02,70%,139.2,0.74,0.33,0.11,0.13,26%,14%,kayo,yoru,gekko
Boo,TH,0.97,EMEA,vct-international,173.4,0.95,73%,111.2,0.62,0.41,0.08,0.08,31%,14%,omen,astra,viper
Boogeyyy,Balb,1.26,Pacific,vct-challengers,238.0,1.20,79%,152.9,0.86,0.36,0.14,0.07,32%,40%,skye,,
boopie,Tena,0.37,Americas,vct-game-changer,109.3,0.38,52%,78.4,0.34,0.21,0.05,0.18,22%,8%,harbor,viper,gekko
Boostio,100T,0.83,Americas,vct-international,179.1,0.86,69%,121.9,0.63,0.23,0.09,0.12,24%,16%,gekko,killjoy,omen
BORKUM,TS,01.01,Pacific,vct-international,188.5,0.98,72%,121.6,0.66,0.38,0.09,0.06,22%,17%,viper,omen,
Boyi,74,0.68,Pacific,vct-challengers,139.0,0.56,57%,96.7,0.47,0.30,0.04,0.14,31%,18%,omen,gekko,
Bqbep,DoeS.C,0.57,EMEA,vct-game-changer,138.0,0.52,50%,84.1,0.44,0.25,0.11,0.14,19%,,gekko,omen,
Br0die,ACE,0.86,EMEA,vct-challengers,168.1,0.80,72%,109.0,0.57,0.36,0.09,0.09,26%,3%,sova,omen,brimstone
br9dy,Illu,0.60,Americas,vct-challengers,159.0,0.57,55%,105.0,0.52,0.16,0.13,0.16,22%,,reyna,raze,
Brädi,DOES,0.79,EMEA,vct-challengers,154.1,0.69,68%,101.6,0.52,0.41,0.07,0.12,24%,12%,kayo,gekko,viper
BraiNfreeZe,GEEK,0.39,Pacific,vct-challengers,112.5,0.40,41%,79.3,0.36,0.10,0.01,0.11,27%,10%,cypher,,
bramz,AKR,0.83,EMEA,vct-challengers,172.9,0.83,68%,114.5,0.60,0.21,0.08,0.10,28%,18%,killjoy,cypher,viper
Braso,HGE,0.92,EMEA,vct-challengers,199.0,0.97,63%,132.0,0.72,0.18,0.15,0.14,33%,15%,omen,killjoy,chamber
Brave,EF,0.96,EMEA,vct-international,196.6,0.94,70%,128.6,0.69,0.33,0.11,0.09,34%,19%,brimstone,omen,viper
braveaf,S2G,0.83,EMEA,vct-challengers,202.3,0.82,66%,134.1,0.64,0.33,0.13,0.08,30%,,raze,sova,fade
bravo,CLS,0.88,EMEA,vct-challengers,196.0,0.80,74%,128.6,0.63,0.21,0.05,0.16,23%,,jett,breach,
brawk,MxS,1.17,Americas,vct-challengers,205.3,1.21,76%,135.5,0.73,0.34,0.05,0.05,22%,14%,killjoy,skye,gekko
bray,33,0.45,Americas,vct-challengers,150.5,0.57,48%,98.0,0.52,0.12,0.09,0.33,21%,,raze,,
Brayzeee,BHOP,0.77,Americas,vct-challengers,152.5,0.68,57%,103.9,0.54,0.14,0.09,0.14,24%,22%,cypher,killjoy,
bread,BZK,01.02,Americas,vct-challengers,224.0,1.00,65%,134.7,0.78,0.43,0.16,0.11,29%,,kayo,,
Breinholt,Venn,0.57,EMEA,vct-challengers,154.5,0.65,65%,102.6,0.56,0.14,0.12,0.35,32%,,jett,neon,
brezi,Team,0.30,Americas,vct-challengers,68.0,0.19,43%,47.9,0.17,0.27,0.03,0.23,18%,,skye,viper,
Bri0,36,0.51,EMEA,vct-challengers,122.5,0.45,47%,97.4,0.42,0.17,0.08,0.14,27%,17%,gekko,,
Brietz,34,0.74,Americas,vct-challengers,153.0,0.62,50%,103.0,0.53,0.12,0.00,0.09,30%,,killjoy,viper,
brk,SAW,1.11,EMEA,vct-challengers,238.7,1.18,70%,155.0,0.83,0.20,0.22,0.18,21%,21%,jett,raze,yoru
Browse,LONE,0.70,EMEA,vct-challengers,168.8,0.68,59%,110.8,0.58,0.15,0.15,0.11,25%,,cypher,sage,killjoy
